id,geom,longitude,latitude,classname,time,img_received,utm_x,utm_y,utm_z,regionname_1,regionname_2,regionname_3,regionname_4,roadaddr,roadaddrnum,isprocessed,mb_serial,mt_serial
38498,0101000020E6100000A7F32FDCCB2C60401AE5CDE194084240,129.3998853,36.06704352,banner,2024-06-02 23:04:27.624655+00,TRUE,36.067154,129.399837,34.5578,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38499,0101000020E61000000DF3771CCB2C6040E891BC1297084240,129.3997938,36.06711039,crack,2024-06-02 23:04:28.206073+00,TRUE,36.067154,129.399837,34.5578,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38500,0101000020E610000040E127ACD52C60409727C2F1E8084240,129.4010831,36.0696089,banner,2024-06-02 23:04:52.720972+00,TRUE,36.069645,129.401202,33.507867,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38501,0101000020E6100000AC3A4BC1F92C6040CE5429E838094240,129.4054877,36.07204916,banner,2024-06-02 23:05:30.195923+00,TRUE,36.072009,129.405564,33.468985,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38502,0101000020E6100000EF52D7CE102D6040501C21B94B094240,129.4083018,36.07262339,crack,2024-06-02 23:05:54.970779+00,TRUE,36.072672,129.40834,32.927604,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38503,0101000020E610000045D5F7AA162D6040A7B979CA5D094240,129.4090171,36.07317477,crack,2024-06-02 23:06:03.146369+00,TRUE,36.0732,129.409073,33.033972,경상북도,포항시 북구,여남동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38504,0101000020E6100000B9BF031A322D60407BF972D450094240,129.4123659,36.07277923,pothole,2024-06-02 23:06:36.150717+00,TRUE,36.072722,129.412426,31.948259,경상북도,포항시 북구,여남동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38505,0101000020E61000000102916D012D6040A69DDAB844094240,129.4064243,36.07240973,crack,2024-06-02 23:08:15.650316+00,TRUE,36.072377,129.406375,33.282987,경상북도,포항시 북구,환호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38506,0101000020E610000068F4A85C5E2C60401DB08A148F084240,129.3865188,36.06686646,crack,2024-06-02 23:11:34.955503+00,TRUE,36.066832,129.386457,38.581881,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38507,0101000020E6100000B07539F54D2C60406FC9451D62084240,129.3845163,36.06549421,crack,2024-06-02 23:12:00.02911+00,TRUE,36.065444,129.384482,35.701732,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38508,0101000020E61000005114ADBD352C604074C17A300E084240,129.3815602,36.06293303,banner,2024-06-02 23:12:33.659657+00,TRUE,36.062835,129.381581,35.703016,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38509,0101000020E610000030AFF22A322C6040B7644392FD074240,129.381124,36.06242588,banner,2024-06-02 23:12:41.477666+00,TRUE,36.062375,129.381021,35.300777,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38510,0101000020E61000002CE68693222C60403A3F6519C2074240,129.3792207,36.06061094,banner,2024-06-02 23:15:52.624252+00,TRUE,36.060587,129.379147,36.432888,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38511,0101000020E61000006AC25E851C2C60409CB18EBE9B074240,129.3784816,36.05944044,crack,2024-06-02 23:16:09.525301+00,TRUE,36.059396,129.37844,36.853521,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38512,0101000020E610000049DAA652192C604043291C9182074240,129.3780912,36.05867208,banner,2024-06-02 23:16:18.24841+00,TRUE,36.058615,129.377976,36.854095,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38513,0101000020E610000090DF497D182C60402A7260B082074240,129.3779894,36.05867581,crack,2024-06-02 23:16:18.988248+00,TRUE,36.058615,129.377976,36.854095,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38514,0101000020E6100000C67EC7E20F2C6040C8B54B9037074240,129.3769392,36.05638317,crack,2024-06-02 23:16:46.922744+00,TRUE,36.056321,129.376933,37.697449,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38515,0101000020E61000007761984F052C60406C43080FDC064240,129.3756483,36.05359066,crack,2024-06-02 23:17:20.144752+00,TRUE,36.053559,129.375598,36.91925,경상북도,포항시 북구,항구동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38516,0101000020E61000003681973B032C6040EE2EFA07D4064240,129.3753946,36.05334568,trash,2024-06-02 23:17:28.517914+00,TRUE,36.05336,129.37529,36.507775,경상북도,포항시 북구,항구동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38517,0101000020E6100000C2B81CAEEC2B604063338E05A7064240,129.3726416,36.0519721,crack,2024-06-02 23:19:45.896+00,TRUE,36.051935,129.372589,37.184974,경상북도,포항시 북구,항구동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38518,0101000020E61000007C9A1FCCE72B60404C46DF9399064240,129.3720456,36.05156182,crack,2024-06-02 23:20:56.81422+00,TRUE,36.051505,129.372017,36.908927,경상북도,포항시 북구,항구동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38519,0101000020E610000045FBE251E22B6040493707FD65064240,129.3713769,36.04998744,trash,2024-06-02 23:22:15.093152+00,TRUE,36.049877,129.371321,37.055517,경상북도,포항시 북구,학산동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38520,0101000020E61000009C4778DCBA2B6040AD49EDB430054240,129.3665602,36.04054891,crack,2024-06-02 23:30:25.853584+00,TRUE,36.040488,129.366553,41.094249,경상북도,포항시 북구,상원동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38521,0101000020E6100000178020D4B12B6040DAD3B7FA70044240,129.3654576,36.03469786,trash,2024-06-02 23:31:32.451368+00,TRUE,36.034634,129.365423,38.727401,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38522,0101000020E6100000DAE15144BA2B604051F3C107EB034240,129.3664877,36.03061006,crack,2024-06-02 23:35:28.550098+00,TRUE,36.030551,129.366508,41.488262,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38523,0101000020E6100000BA6B00A2BD2B6040652905E1B4034240,129.3668985,36.02895749,crack,2024-06-02 23:35:45.376396+00,TRUE,36.028902,129.366919,40.651791,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38524,0101000020E610000058300873CD2B60409E15DF09CE024240,129.3688293,36.0219128,banner,2024-06-02 23:38:10.464389+00,TRUE,36.021839,129.36877,39.976505,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38525,0101000020E61000009D3D5208C52B604070F83BD572014240,129.3678018,36.01131692,trash,2024-06-02 23:42:43.847375+00,TRUE,36.01136,129.367711,37.681796,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38526,0101000020E610000065588B46AE2B60407C80446B5D014240,129.3650239,36.01066342,banner,2024-06-02 23:43:29.541878+00,TRUE,36.010699,129.364957,37.715518,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38527,0101000020E61000002FF05AD15D2B6040875F476524014240,129.3552024,36.00892321,crack,2024-06-02 23:45:59.315417+00,TRUE,36.008919,129.35514,37.41448,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38528,0101000020E61000001EB90A69022B604060412957B7014240,129.3440442,36.01340761,crack,2024-06-02 23:49:26.638528+00,TRUE,36.013493,129.344063,40.449873,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38529,0101000020E610000075E61ECA042B60408A8B5C47C7014240,129.3443347,36.01389401,banner,2024-06-02 23:49:30.921464+00,TRUE,36.01391,129.344378,40.176351,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38530,0101000020E61000000472FCD61E2B6040AC0E663755024240,129.3475146,36.0182256,trash,2024-06-02 23:50:45.917018+00,TRUE,36.018236,129.347596,41.411109,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38531,0101000020E6100000B639B7C05A2B6040446314578B034240,129.3548282,36.02768982,vehicle,2024-06-02 23:54:10.68858+00,TRUE,36.027795,129.354908,39.499048,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38532,0101000020E610000002D66B4D5E2B6040A26DFBF1A1034240,129.3552615,36.02837968,vehicle,2024-06-02 23:54:19.087227+00,TRUE,36.028408,129.355306,39.045995,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38533,0101000020E61000007017BBCA6A2B6040FE2EA310D3034240,129.3567861,36.02987869,vehicle,2024-06-02 23:55:33.722883+00,TRUE,36.029886,129.356829,38.078388,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38534,0101000020E6100000B475920C7B2B6040D4801EF614044240,129.3587706,36.03188969,trash,2024-06-02 23:55:57.531589+00,TRUE,36.03202,129.358745,38.315626,경상북도,포항시 북구,용흥동,NULL,용당로,42,FALSE,NULL,MTPohangPC12
38535,0101000020E610000074BFC5D47C2B60407835720027044240,129.3589882,36.03244024,trash,2024-06-02 23:56:01.800285+00,TRUE,36.032485,129.359074,37.934368,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38536,0101000020E61000004D8728508A2B6040497CF27368044240,129.3606339,36.03443765,crack,2024-06-02 23:56:22.01049+00,TRUE,36.034499,129.360644,37.811995,경상북도,포항시 북구,대흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38537,0101000020E6100000B2DC8C11A72B60405DAB5DB655044240,129.3641441,36.03386573,crack,2024-06-02 23:57:07.733706+00,TRUE,36.033857,129.364207,36.166276,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38538,0101000020E610000040167FCCAD2B60406CF89EDD04044240,129.3649657,36.03139849,trash,2024-06-02 23:57:49.71363+00,TRUE,36.031342,129.364849,37.280777,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38539,0101000020E6100000FC2A9866782B60401800954AFB024240,129.3584474,36.0232938,banner,2024-06-03 00:01:00.369314+00,TRUE,36.023241,129.358348,35.914601,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38540,0101000020E6100000BC87DEDB732B6040B6BEEC34E4024240,129.3578929,36.02258932,vehicle,2024-06-03 00:01:09.898972+00,TRUE,36.022539,129.357793,36.129657,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38541,0101000020E610000096F811C96A2B604097CBD9EABA024240,129.3567853,36.02132927,vehicle,2024-06-03 00:01:30.551361+00,TRUE,36.021216,129.356737,35.862985,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38542,0101000020E610000078420843682B60400F9CBCBFAB024240,129.3564773,36.02086636,vehicle,2024-06-03 00:01:42.989731+00,TRUE,36.020824,129.356425,35.796569,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38543,0101000020E6100000B31706CC672B6040227EA794AC024240,129.3564205,36.02089174,crack,2024-06-03 00:02:39.807394+00,TRUE,36.020836,129.356396,37.034112,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38544,0101000020E61000009492663D622B60405A64B46B90024240,129.3557422,36.02003237,crack,2024-06-03 00:03:25.39885+00,TRUE,36.019977,129.355718,37.899139,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38545,0101000020E6100000DAC8E97D372B60402E409C67B9014240,129.3505239,36.0134706,crack,2024-06-03 00:04:31.589117+00,TRUE,36.013407,129.350526,37.866437,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38546,0101000020E6100000E128D9A7232B60406F245C3153014240,129.3481025,36.01035134,pothole,2024-06-03 00:05:46.873937+00,TRUE,36.010289,129.348096,37.274965,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38547,0101000020E6100000B558FB8BA92B60405C474A4ECE014240,129.3644466,36.01410845,trash,2024-06-03 00:10:16.133601+00,TRUE,36.014126,129.364513,34.931447,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38548,0101000020E610000020257AE7BB2B60404B578EA428024240,129.3666875,36.01686532,banner,2024-06-03 00:11:01.977377+00,TRUE,36.016902,129.366761,35.064615,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38549,0101000020E61000005AF19AC7D12B6040915B12B493024240,129.3693579,36.02013255,crack,2024-06-03 00:26:53.481527+00,TRUE,36.02019,129.369332,37.984674,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38550,0101000020E610000054A0E290C82B60407A68C726DF024240,129.3682331,36.02243504,crack,2024-06-03 00:29:34.65178+00,TRUE,36.022456,129.3682,36.181266,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38551,0101000020E6100000EE2E9A30C22B6040D1087520DA024240,129.3674548,36.0222817,vehicle,2024-06-03 00:29:44.230216+00,TRUE,36.022316,129.367386,35.98342,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38552,0101000020E6100000E26755C1BD2B604091DB6296D7024240,129.3669135,36.02220421,vehicle,2024-06-03 00:29:52.498203+00,TRUE,36.022225,129.366859,35.584225,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38553,0101000020E6100000C4180D2DB22B604095A710A8CE024240,129.3655,36.02193166,vehicle,2024-06-03 00:30:13.331199+00,TRUE,36.021978,129.365441,35.454851,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38554,0101000020E6100000CD1642109D2B6040D951B962A2024240,129.3629228,36.02058062,trash,2024-06-03 00:31:35.528939+00,TRUE,36.020573,129.362866,35.218277,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38555,0101000020E61000007410FDEC8D2B6040A1249E9959024240,129.3610749,36.01835938,crack,2024-06-03 00:32:12.17703+00,TRUE,36.0183,129.361058,35.442129,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38556,0101000020E6100000E8C5282F852B604058A9EDF326024240,129.3600078,36.01681375,trash,2024-06-03 00:33:10.659748+00,TRUE,36.016799,129.359952,35.95491,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38557,0101000020E6100000ACD8922A812B604052F89CCC11024240,129.3595174,36.01616819,trash,2024-06-03 00:33:23.059817+00,TRUE,36.016155,129.35944,35.664186,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38558,0101000020E61000005524F0CC802B604023EDEE1313024240,129.3594727,36.01620721,crack,2024-06-03 00:33:23.578313+00,TRUE,36.016155,129.35944,35.664186,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38559,0101000020E6100000DFBEF57B7D2B6040C31DD72801024240,129.3590679,36.01566039,crack,2024-06-03 00:33:31.785071+00,TRUE,36.015626,129.359017,35.512206,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38560,0101000020E61000007C44B45E652B6040A4B122BD48014240,129.3561243,36.01003231,banner,2024-06-03 00:34:43.5818+00,TRUE,36.009953,129.356106,35.760866,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38561,0101000020E6100000E9A307950F2B6040E000E31D62014240,129.3456521,36.01080679,crack,2024-06-03 00:37:49.037795+00,TRUE,36.010831,129.345598,36.560048,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38562,0101000020E610000028C5B783052B6040C7AB9B62C7014240,129.3444232,36.01389725,crack,2024-06-03 00:38:58.884394+00,TRUE,36.013958,129.344432,36.685645,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38563,0101000020E61000009472119F0A2B6040008CED60E4014240,129.3450466,36.01478206,crack,2024-06-03 00:39:17.731536+00,TRUE,36.014846,129.345042,36.08016,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38564,0101000020E61000006F32BBD00F2B60408F4471BA05024240,129.3456806,36.01579981,banner,2024-06-03 00:39:40.546422+00,TRUE,36.015856,129.345784,36.539894,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38565,0101000020E6100000280DB31B3F2B60407D831A7FF7024240,129.3514536,36.02317799,banner,2024-06-03 00:41:37.036551+00,TRUE,36.023234,129.351571,34.162319,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38566,0101000020E6100000AD5D1B9D432B6040B252125DFC024240,129.3520036,36.02332652,trash,2024-06-03 00:41:49.536377+00,TRUE,36.023252,129.35206,34.05983,경상북도,포항시 북구,죽도동,NULL,새천년대로,550,FALSE,NULL,MTPohangPC12
38567,0101000020E61000003F5E638F452B6040F6F6CF35F7024240,129.3522412,36.02316926,crack,2024-06-03 00:41:53.259305+00,TRUE,36.023132,129.352288,34.000082,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38568,0101000020E6100000AF14B384492B604055CE9B92EF024240,129.3527244,36.02293618,crack,2024-06-03 00:42:01.462777+00,TRUE,36.022887,129.352765,34.209084,경상북도,포항시 북구,죽도동,NULL,중흥로191번길,40,FALSE,NULL,MTPohangPC12
38569,0101000020E61000001DE14AF7582B60405C7561E7CD024240,129.3546101,36.02190869,crack,2024-06-03 00:42:44.007821+00,TRUE,36.021885,129.354667,33.799208,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38570,0101000020E61000003F1D7AE65D2B6040CEE4F5F9C4024240,129.3552124,36.02163624,vehicle,2024-06-03 00:43:00.744521+00,TRUE,36.021562,129.355287,33.631575,경상북도,포항시 북구,죽도동,NULL,중흥로,195,FALSE,NULL,MTPohangPC12
38571,0101000020E61000003FC91BAF5E2B6040F6779F18D3024240,129.3553081,36.02206714,banner,2024-06-03 00:44:31.61847+00,TRUE,36.022112,129.355374,33.775266,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38572,0101000020E61000002E4039F9602B6040CCCCE97CE2024240,129.3555876,36.02253686,vehicle,2024-06-03 00:44:49.790951+00,TRUE,36.022507,129.355717,33.613767,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38573,0101000020E6100000AE36FEC0652B6040C0AA280ADC024240,129.3561711,36.02234008,vehicle,2024-06-03 00:44:57.810502+00,TRUE,36.022292,129.356195,33.678554,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38574,0101000020E61000007EBBFDF86A2B6040D195B3E5D0024240,129.3568082,36.02200004,vehicle,2024-06-03 00:45:05.340389+00,TRUE,36.021946,129.356848,33.83658,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38575,0101000020E6100000563927C5602B6040C114C6A2A4024240,129.3555628,36.02064929,crack,2024-06-03 00:45:42.94238+00,TRUE,36.02068,129.355512,33.921759,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38576,0101000020E610000075F22CF95A2B604019C13945B2024240,129.3548551,36.02106538,crack,2024-06-03 00:45:50.022235+00,TRUE,36.021063,129.354793,34.265653,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
38577,0101000020E61000009219A6275B2B60408AA089D7BD024240,129.3548773,36.02141852,trash,2024-06-03 00:46:08.065118+00,TRUE,36.021474,129.354856,34.589097,경상북도,포항시 북구,죽도동,NULL,포스코대로,277,FALSE,NULL,MTPohangPC12
38578,0101000020E610000003A56FFE6B2B6040CCA63B71BF024240,129.3569328,36.02146736,banner,2024-06-03 00:47:01.13661+00,TRUE,36.021445,129.356891,33.656273,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC12
